feature,importance,rank
cat__model_ben,0.0,1671
cat__model_torrent,0.0,1672
cat__model_tempo,0.0,1673
cat__model_tercel,0.0,1674
cat__model_terraza,0.0,1675
cat__model_tiburon,0.0,1676
cat__model_tijuan,0.0,1677
cat__model_tahoea,0.0,1678
cat__model_tam,0.0,1679
cat__model_tansit,0.0,1680
cat__model_bends,0.0,1681
cat__model_bennz,0.0,1682
cat__model_300cd,0.0,1683
cat__model_330xi,0.0,1684
cat__model_335,0.0,1685
cat__model_335d,0.0,1686
cat__model_335i,0.0,1687
cat__model_335is,0.0,1688
cat__model_335ix,0.0,1689
cat__model_335xi,0.0,1690
cat__model_340i,0.0,1691
cat__model_328it,0.0,1692
cat__model_328ix,0.0,1693
cat__model_330,0.0,1694
cat__model_330ci,0.0,1695
cat__model_330cic,0.0,1696
cat__model_330e,0.0,1697
cat__model_330i,0.0,1698
cat__model_325xit,0.0,1699
cat__model_328,0.0,1700
cat__model_3281,0.0,1701
cat__model_328ic,0.0,1702
cat__model_328is,0.0,1703
cat__model_325cic,0.0,1704
cat__model_325e,0.0,1705
cat__model_325ic,0.0,1706
cat__model_325is,0.0,1707
cat__model_325it,0.0,1708
cat__model_325ix,0.0,1709
cat__model_tdi,0.0,1710
cat__model_turbo,0.0,1711
cat__model_ud,0.0,1712
cat__model_unknown,0.0,1713
cat__model_unlimited,0.0,1714
cat__model_us,0.0,1715
cat__model_ut,0.0,1716
cat__model_utilimaster,0.0,1717
cat__model_utility,0.0,1718
cat__model_tribeca,0.0,1719
cat__model_tribute,0.0,1720
cat__model_truck,0.0,1721
cat__model_tt,0.0,1722
cat__model_tts,0.0,1723
cat__model_tucson,0.0,1724
cat__model_transit connect,0.0,1725
cat__model_trasit,0.0,1726
cat__model_travelmaster,0.0,1727
cat__model_travers,0.0,1728
cat__model_travese,0.0,1729
cat__model_tremor,0.0,1730
cat__model_treverse,0.0,1731
cat__model_trail,0.0,1732
cat__model_trailbalzer,0.0,1733
cat__model_trailblazee,0.0,1734
cat__model_trailblazser,0.0,1735
cat__model_trailhawk,0.0,1736
cat__model_tran,0.0,1737
cat__model_tranist,0.0,1738
cat__model_veracruz,0.0,1739
cat__model_vibe,0.0,1740
cat__model_villager,0.0,1741
cat__model_vn,0.0,1742
cat__model_vnl,0.0,1743
cat__model_vanden,0.0,1744
cat__model_vandenplas,0.0,1745
cat__model_vanette,0.0,1746
cat__model_venteur,0.0,1747
cat__model_venue,0.0,1748
cat__model_v60cc,0.0,1749
cat__model_v65,0.0,1750
cat__model_v70,0.0,1751
cat__model_v70r,0.0,1752
cat__model_v8,0.0,1753
cat__model_v90,0.0,1754
cat__model_utlity,0.0,1755
cat__model_bens,0.0,1756
cat__model_v,0.0,1757
cat__model_v-series,0.0,1758
cat__model_v3500,0.0,1759
cat__model_v40,0.0,1760
cat__model_v50,0.0,1761
cat__model_bentz,0.0,1762
cat__model_wranget,0.0,1763
cat__model_wrangkwr,0.0,1764
cat__model_wranlger,0.0,1765
cat__model_wringler,0.0,1766
cat__model_435i,0.0,1767
cat__model_willys,0.0,1768
cat__model_work,0.0,1769
cat__model_workhorse,0.0,1770
cat__model_wranger,0.0,1771
cat__model_vtx,0.0,1772
cat__model_vtx1300c,0.0,1773
cat__model_vtx1800r,0.0,1774
cat__model_beretta,0.0,1775
cat__model_vuw,0.0,1776
cat__model_w150,0.0,1777
cat__model_w250,0.0,1778
cat__model_vnl64t300,0.0,1779
cat__model_vnl64t670,0.0,1780
cat__model_vnm200,0.0,1781
cat__model_vnm64t200,0.0,1782
cat__model_vt1100c2,0.0,1783
cat__model_vt1300cx,0.0,1784
cat__model_vt750c2,0.0,1785
cat__model_b400,0.0,1786
cat__model_xj8l,0.0,1787
cat__model_xjl,0.0,1788
cat__model_xjr,0.0,1789
cat__model_xjsc,0.0,1790
cat__model_xk6,0.0,1791
cat__model_xg350,0.0,1792
cat__model_xg350l,0.0,1793
cat__model_xi,0.0,1794
cat__model_xj12,0.0,1795
cat__model_xj40,0.0,1796
cat__model_xj6l,0.0,1797
cat__model_xc90t6,0.0,1798
cat__model_xcab,0.0,1799
cat__model_xcs,0.0,1800
cat__model_xe,0.0,1801
cat__model_xer,0.0,1802
cat__model_xg,0.0,1803
cat__model_xg300,0.0,1804
cat__model_b4000,0.0,1805
cat__model_x6m,0.0,1806
cat__model_x7,0.0,1807
cat__model_xc,0.0,1808
cat__model_xc40,0.0,1809
cat__model_b9 tribeca,0.0,1810
cat__model_2200,0.0,1811
cat__model_320x,0.0,1812
cat__model_320xi,0.0,1813
cat__model_323,0.0,1814
cat__model_323ci,0.0,1815
cat__model_323i,0.0,1816
cat__model_base,0.0,1817
cat__model_325ci,0.0,1818
cat__model_300tdt,0.0,1819
cat__model_300te,0.0,1820
cat__model_318i,0.0,1821
cat__model_318ic,0.0,1822
cat__model_318ti,0.0,1823
cat__model_320,0.0,1824
cat__model_320e,0.0,1825
cat__model_300ce,0.0,1826
cat__model_300m,0.0,1827
cat__model_300s,0.0,1828
cat__model_beat,0.0,1829
cat__model_300se,0.0,1830
cat__model_300sl,0.0,1831
cat__model_300td,0.0,1832
cat__model_3,0.0,1833
cat__model_30,0.0,1834
cat__model_3000,0.0,1835
cat__model_zj,0.0,1836
cat__model_zx2,0.0,1837
cat__model_beelte,0.0,1838
cat__model_zdm,0.0,1839
cat__model_zdx,0.0,1840
cat__model_zephyr,0.0,1841
cat__model_xt5,0.0,1842
cat__model_xtravan,0.0,1843
cat__model_xtype,0.0,1844
cat__model_beetle,0.0,1845
cat__model_y,0.0,1846
cat__model_xk8,0.0,1847
cat__model_xkr,0.0,1848
cat__model_xl1200x,0.0,1849
cat__model_xlt,0.0,1850
cat__model_xplorer,0.0,1851
cat__model_xrs,0.0,1852
cat__model_135i,0.0,1853
cat__model_2509,0.0,1854
cat__model_250l,0.0,1855
cat__model_280,0.0,1856
cat__model_281i,0.0,1857
cat__model_2dr,0.0,1858
cat__model_2wd,0.0,1859
cat__model_240dl,0.0,1860
cat__model_240gd,0.0,1861
cat__model_244,0.0,1862
cat__model_245,0.0,1863
cat__model_b2200,0.0,1864
cat__model_25000,0.0,1865
cat__model_228,0.0,1866
cat__model_b2300,0.0,1867
cat__model_22r,0.0,1868
cat__model_22re,0.0,1869
cat__model_230i,0.0,1870
cat__model_24,0.0,1871
cat__model_240,0.0,1872
cat__model_240d,0.0,1873
cat__model_2011,0.0,1874
cat__model_b250,0.0,1875
cat__model_2013,0.0,1876
cat__model_2016,0.0,1877
cat__model_2017,0.0,1878
cat__model_2018,0.0,1879
cat__model_b2500,0.0,1880
cat__model_xt4,0.0,1881
cat__model_b3000,0.0,1882
cat__model_b350,0.0,1883
cat__model_b3500,0.0,1884
cat__model_2001,0.0,1885
cat__model_2002,0.0,1886
cat__model_2004,0.0,1887
cat__model_2005,0.0,1888
cat__model_200c,0.0,1889
cat__model_200s,0.0,1890
cat__model_200sl,0.0,1891
cat__model_200t,0.0,1892
cat__model_1989,0.0,1893
cat__model_1994,0.0,1894
cat__model_1995,0.0,1895
cat__model_2,0.0,1896
cat__model_2 Series,0.0,1897
cat__model_20,0.0,1898
cat__model_awd,0.0,1899
cat__model_135is,0.0,1900
cat__model_15,0.0,1901
cat__model_150,0.0,1902
cat__model_1500hd,0.0,1903
cat__model_190,0.0,1904
cat__model_190e,0.0,1905
cat__model_1985,0.0,1906
cat__model_azera,0.0,1907
cat__model_100,0.0,1908
cat__model_aztec,0.0,1909
cat__model_aztek,0.0,1910
cat__model_128ic,0.0,1911
cat__model_135,0.0,1912
cat__model_b-series,0.0,1913
cat__model_b150,0.0,1914
cat__model_boneville,0.0,1915
cat__model_capiva,0.0,1916
cat__model_cargo van,0.0,1917
cat__model_carrera,0.0,1918
cat__model_caliper,0.0,1919
cat__model_calliper,0.0,1920
cat__model_camero,0.0,1921
cat__model_capitiva,0.0,1922
cat__model_c7d042,0.0,1923
cat__model_c7h,0.0,1924
cat__model_c85008,0.0,1925
cat__model_cabellero,0.0,1926
cat__model_c5,0.0,1927
cat__model_c55,0.0,1928
cat__model_c550o,0.0,1929
cat__model_c60,0.0,1930
cat__model_wrnagler,0.0,1931
